x,y,label
1.9651265186172837,0.0918253643460248,2
1.9943694145481294,0.11670786276907137,2
1.9883437334491056,-0.003976308438505463,2
2.1016863275065085,0.037610746679824565,2
1.8320402078207338,0.03362953635684191,2
1.7956032285515922,0.02091518464978911,2
2.1113243757812814,-0.26922663246002493,2
1.85553395970324,0.1532211416843105,2
1.9966834999591692,-9.988536027153675e-4,2
2.077166458243145,0.14091436125074192,2
1.8225324655496136,-0.1774596779897906,2
2.178692352199205,-0.16328532656120182,2
1.9953974080341954,0.02383955734314024,2
1.9424183568336886,0.042677198533257805,2
2.022829932561865,-0.2888962992750448,2
1.9944945927191924,-0.009870099633775413,2
2.0773438895501117,0.26381810050059956,2
1.8637530993632825,0.17000951726684335,2
1.9617593944729144,0.046536588052168704,2
1.907638407502284,-0.2345286607617881,2
1.8840009799063804,-0.02655030946636633,2
1.9712783807346046,-0.1142559599849493,2
1.8623284076450726,-0.033829479537842135,2
1.9988692853977867,-0.17509342344531112,2
1.9073277859111182,0.050870082062086104,2
2.0040482777782813,4.007522013942963,3
2.0379764765037405,3.7038990256255113,3
2.2118069942735383,3.805937032341096,3
1.8423168508369596,3.949753245895709,3
1.9946989886235238,4.030123315358601,3
1.9288180325471511,4.005239570499167,3
2.232429670330108,3.8879483702430067,3
1.8712952437315633,4.180243616097472,3
2.143047458578495,3.957618653233507,3
1.9413496608217784,3.8362077548694584,3
2.0037302060297906,3.9968924706041435,3
2.0599788086287822,4.128312660231553,3
1.9912592530987694,3.9907631518625624,3
2.1386477330272053,3.990895752270032,3
2.1291280525652736,4.13800852411641,3
1.901964192137309,4.17658650766519,3
2.0172819477043844,3.980427383059786,3
2.0074283821433423,3.9575702130889394,3
2.1272336966420946,3.7589780655012466,3
1.970718484315357,3.977776722887624,3
1.781672908219154,4.012040279021052,3
2.054055608797856,3.72005803975565,3
2.0097146352993454,3.991351182516051,3
2.001543894439652,4.0056734745439915,3
1.9790352971442784,4.0559210804495365,3
-2.0734397961799655,4.13253938351031,4
-1.9119283054680933,4.263592543944801,4
-1.9962729380530622,4.041352890465705,4
-2.007904655129109,4.050139094921704,4
-2.1528430377173002,3.9012137882672375,4
-2.0052140626021124,4.244707465467849,4
-1.8193994117490209,4.177199590909539,4
-1.9702296247873288,4.234541327762168,4
-2.00466702201967,3.996716662483425,4
-1.9497150638982699,4.203299727011041,4
-2.238195657572837,4.055287788240346,4
-2.1027250385994565,3.863894735278778,4
-1.8603776892802872,3.9646864928654444,4
-2.0215983711399703,3.956674041229405,4
-2.025202266584921,4.009046905716655,4
-2.030580264139495,4.038036132894782,4
-2.0077103486947525,4.00220168755601,4
-2.200489914225883,4.071592273549132,4
-1.9929615059111798,4.228196931443207,4
-2.0881244421867713,3.7583230411089112,4
-2.1117357198019557,4.068725938849362,4
-2.0587140689934116,4.110512042217427,4
-2.157747349887312,3.9226407542470922,4
-1.7578110366983222,3.9490496132959345,4
-2.1252420018374494,3.7976865648451925,4
-2.069318691023352,-0.0690558757970011,5
-1.82151408973497,-0.22523277866640162,5
-1.9696224161533,-0.19353634632789016,5
-1.9306798246705312,-0.11886643316903363,5
-1.8474269609724647,0.09886907934104042,5
-2.0838307665429157,0.021790701905659817,5
-2.1746986173567944,-0.12591939451940054,5
-1.7574797504377597,-0.13387898967140943,5
-1.7986961246314037,-0.021809348741224383,5
-1.9457841183779814,0.013125145585764126,5
-2.0921483062026764,-0.04911473452232455,5
-2.003877829763724,-0.036852396796400205,5
-1.9997437115547536,0.03243385308148068,5
-2.0280148912605673,0.08488236391358268,5
-2.026075151619108,-0.2501043844489493,5
-1.7516324211256167,-0.16436862783224737,5
-1.9672405136019884,0.12698267722110743,5
-2.038185410403968,0.047273575128435406,5
-2.274038268989004,0.09228960621284509,5
-1.8351505399443773,-0.10988474834653643,5
-2.068709622428339,0.057250465041221936,5
-2.0355635786587456,-0.003917152185155812,5
-1.8729647400366511,0.12741750747796315,5
-1.964587707709583,0.006788870697451309,5
-1.9676948500559117,-0.2343131052081495,5
-0.009972426407887204,2.1027286037401693,1
0.1165509352432442,1.3694675477493665,1
0.1491499701487966,2.2676406397461517,1
0.1070847092690071,1.8373763137853714,1
0.02720501169506639,1.9161773075094717,1
0.22691156533164283,1.9528618387651129,1
0.1469820170724252,1.715207992871267,1
0.2894659770247251,2.3524461076464056,1
-0.5574305309880617,1.9990735491869525,1
0.29303735229542044,1.4425326603524962,1
-0.43600114661745804,2.5489973827370465,1
-0.38403357099785557,2.4353314196393323,1
-0.27316904540349984,2.373588178002578,1
0.13352463922689584,2.4566441255596163,1
-0.3456355415057057,1.9956782261833232,1
0.05820716064650803,2.034470177985119,1
-0.21871557452840065,2.672900031429995,1
-0.0027563542948808853,2.154173936294966,1
-0.14800221453833715,2.061635554470236,1
-0.4762391004539934,2.629812236609971,1
-0.1826284139999652,1.1318865430042129,1
0.31557408397550807,1.1113991547261393,1
-0.3052422650021934,1.3720278328041555,1
-0.556161430035644,1.3746370518451694,1
-0.8480462020124622,2.3457163146764013,1
0.6511015980539504,1.4170681941432708,1
-0.2199558345547528,2.0846832287086556,1
0.28568904378066573,1.6295243010495448,1
-0.6607633203898001,2.3896000698390827,1
0.7253964274466579,2.04090392521259,1
0.2740094501595376,1.2701870440453509,1
0.17671791342894538,1.9523941139214869,1
0.37952907583062495,2.3366347053674295,1
0.2337988646240971,2.8485263502535654,1
-0.15141590334583563,2.722117436130423,1
-0.81216980012274,2.1017369782802557,1
-0.7624803042250151,2.0975366444370662,1
0.4378513278186657,2.680434879440574,1
-0.40619088219539246,1.6620814008498086,1
0.6453318491020987,2.4402090170560506,1
-0.11471937886779326,1.466745478636991,1
0.5322667543934256,2.4015833204727937,1
-0.5835110028729762,2.4177849778017317,1
-0.8161827387801726,2.36604947816758,1
-0.27041514019953355,2.4273616066348183,1
-0.31615579959867224,2.0400421126077797,1
0.06382090754011607,1.7467653447401688,1
0.11333399945158748,2.688660282082427,1
0.1180733985549233,2.021608221538908,1
0.48615162070595963,1.8739108963484248,1
0.020708163136156806,1.9846169405853749,1
-0.23112050258293168,1.923894387183473,1
0.07545090736904896,2.079888511076062,1
-0.18763175842523286,1.536553763795801,1
0.9062507449041901,1.5962232566180479,1
-0.020174930475927787,2.08484412521574,1
-0.0010016167496615031,1.9964517388748872,1
-0.7467516886721388,2.092387824710776,1
0.1720026219033938,2.4747898346469066,1
0.34118488018895216,2.3951964111588953,1
-0.8886626509018396,1.6606489937168496,1
-0.37885334671368653,2.214774400322275,1
0.6240091698859016,2.470152125453807,1
0.4308295680715809,2.3660720440720424,1
0.13699879515130925,1.1747729539659226,1
-0.5925055236078296,2.7448562598107467,1
-0.4377071877520976,1.4263465033644827,1
0.8371914884253558,2.2659703010598755,1
-0.6726116651737517,2.306484992856387,1
-0.36809572997199214,2.112872633237908,1
-0.1970168975165056,2.0388363504610547,1
0.7375042453032596,1.7118867644226334,1
-0.04346505873287768,2.980896383545053,1
-0.16409018477256598,1.4942159984988685,1
-0.13657585852172885,2.164141037966125,1
-0.07913611737758024,1.9910580905197437,1
-0.28607841232123593,1.8960684165410548,1
-0.33337344564964955,2.195643053629693,1
0.45808042446711156,2.053193082921056,1
0.5210215089119887,2.636999784926939,1
0.15192023805442037,2.113912676573584,1
0.0950088990340427,1.7046243742514595,1
0.7256848229334075,1.9651590097496843,1
0.24991217931380524,1.7953299986537947,1
0.07716448644777858,1.424005221573638,1
-0.27088335610536246,1.8865534605765548,1
0.32007874461194497,1.98986162636204,1
-0.5694682473733805,2.664391919771444,1
-0.9931292748519209,1.9172230527591019,1
-0.12335371283248028,1.974636537541149,1
-0.3806425699939613,2.346547674836922,1
-0.5864755960891773,1.9002923462502275,1
-0.9051185833733024,1.8093291787869321,1
-0.1625945331774821,2.944616434306309,1
0.11421755271538107,2.44000203631412,1
0.1840790637562364,1.943848692167208,1
-0.29610153584205545,1.5438323576949684,1
0.03777042323316804,2.4344461855998993,1
0.3092473544431354,1.7769629901735151,1
0.34766366710952373,2.478864202292741,1
-0.9120429004081783,2.0949120610131717,1
0.04436055870809381,1.5735717183196598,1
0.4342357490103644,2.890837245971169,1
-0.175202787100019,2.37942848160496,1
0.1111434437266088,1.3164400847133078,1
-0.4061330123003502,2.5796667188616436,1
0.5070158380387733,2.247288790316276,1
-0.26644342658360437,2.448789285883095,1
-0.05750304921467905,2.0091057987438843,1
0.03647583316388906,2.0047432948887507,1
-0.2848446800071477,2.2956583478257238,1
0.15595051342380986,2.490817308154246,1
0.004150938371945387,1.3158678508363713,1
0.1366419436264517,1.5619205983311135,1
-0.1821386149922748,2.2208889993305245,1
0.36142264141422525,2.2476368563583797,1
-0.12501677895477722,1.5200274602983268,1
0.5749606581023243,2.1428042402116083,1
0.15487584156766668,2.1608559742500715,1
-0.5566804208678271,1.8484229214156098,1
0.608047444244652,2.5995839974382933,1
-0.4784303281343025,1.3189773419303734,1
-0.009835637613793233,1.9967319876053076,1
0.10149096165999086,2.091144718833182,1
-0.2673865434907122,2.406704463008613,1
-0.5653227360029094,2.6563502073118275,1
0.7503500119660215,1.6831884202106742,1
-0.029071217617986915,1.2936578280594833,1
-0.04741925931025103,1.8622685466748417,1
0.15788936186136415,1.929210590739347,1
-0.11371700151297447,1.1895303885816058,1
0.6511885954826856,1.9186931905034121,1
0.014853206048493864,1.9772266312752034,1
-0.01739261844412365,2.344811870985166,1
-0.09216085352437693,2.1593576108965173,1
-0.48233261962391927,2.6753309843376214,1
-0.0017174775946293501,2.033294930201951,1
-0.13761725910867126,1.84376868490998,1
0.1566946303062801,1.720272334536005,1
-0.34031991310107396,1.534738420769968,1
-0.40678686899688105,1.7658057467269852,1
-0.028847231790677344,2.0730404761783623,1
0.7631575720632376,2.0771446867785035,1
-0.33351645280015857,1.3194870356629533,1
-0.589678589936057,1.2921968234876697,1
0.08515175911986639,2.103584108065829,1
-0.02546336595211171,1.98407476862128,1
0.4371539130107609,1.8405951871304636,1
0.30490200994369476,1.8028731208769617,1
0.024041076561224655,1.940199555356281,1
0.004039691222911857,1.7327674625022071,1
0.6345232581593429,2.5581906707401774,1
0.14587540262943127,1.27427918848834,1
-0.2644634890488388,1.7999142251094755,1
0.580047818685595,1.881367607279479,1
0.1649326704817588,2.1101394751363163,1
0.5700961910643542,1.5201333967294772,1
0.11079237069065125,1.3437439369137243,1
0.5231963771533331,2.262135930554522,1
-0.15069827996093618,1.3196745270293362,1
-0.1281551688926364,2.1205583214791224,1
-0.0721252733266436,2.1811781309414613,1
0.10619905815157739,1.6017434604568188,1
0.4165244141258759,2.1504821368673017,1
-0.5937634338458677,2.31264461758006,1
-0.9478026092488633,1.894802071858681,1
0.694376560933661,2.497752547047701,1
-0.151048815798231,1.1825721255820842,1
-0.1187982968808363,1.408850894553058,1
-0.02441276646413723,2.4344735548594354,1
-0.06166717689659614,2.0307156209373276,1
0.29742205525380216,2.04685281535646,1
0.2871845527283749,2.100614368513241,1
-0.9172197974522056,1.8080283285445642,1
0.3807386455639789,2.1349384285125765,1
-0.5742555595751382,1.9631995755158154,1
0.6004375087784746,1.681203998599491,1
-0.045259074632786805,2.247684925232571,1
0.6007049774091366,2.5187156199492566,1
-0.6857899474273662,1.7750603685243203,1
0.08511662296545466,2.1895142327771824,1
0.3440326110195722,1.9406458925663836,1
-0.002108646186713075,1.7301252246506131,1
-0.5566448775774728,2.367319171585274,1
-0.5783655635974849,1.3039270987292484,1
0.29867638360414983,1.3519860589689172,1
0.10011807052950854,2.034750303278644,1
-0.024009831109378484,1.9928036916450445,1
0.04926940564873203,1.7925039719686073,1
-0.46903585753874294,2.491486629403407,1
-0.47313330966032335,1.4425205459028074,1
0.4531062369277859,2.5412566362868287,1
-0.0849665394244502,2.0087573321515317,1
0.8300348903606358,1.9539036520575974,1
0.1540997495693987,1.9348808950624232,1
-0.5084661554973631,1.9797724100972893,1
-0.07132853103647767,1.7269634330926844,1
-0.19887163453210158,1.884639760463457,1
0.3815404836410305,1.523141320042238,1
-0.32444584188413805,1.9177731094980865,1
-0.21662967716137446,1.9806908312364326,1
-0.5166419036083695,1.7098279734872381,1
-0.7527360085373578,1.7131082930423265,1
-0.0036311872826833174,1.7463402803817762,1
-0.10894187687678943,2.132174792123734,1
-0.3754380821955894,2.258872463915045,1
0.21947763799527734,2.1523968337507373,1
-0.6970652827013489,2.6419419767777637,1
-0.24377198801307237,1.3547223855914856,1
0.7072713666569694,2.1089065489905336,1
-0.4435446145068081,2.125259723022532,1
0.10866109614936549,2.1300251224668245,1
-0.9135009164725411,2.0927063510012984,1
0.8009191108643234,2.2671229273581956,1
0.1882211556046795,1.979975816423246,1
0.37923857572602065,1.8239185877438564,1
-0.4673478345546599,2.072074588961295,1
0.2871952449603601,1.9316548782864507,1
0.1796055320714479,2.013857536133084,1
-0.05085399838432339,2.0203775486250697,1
-0.3135765483190174,2.835234554131415,1
0.36662202220791806,2.445405761746408,1
-0.14712975968198488,1.1251255106610452,1
-0.3248220424407789,1.8775781867338228,1
0.06824168619838275,2.3549298200697124,1
0.07476852097326914,2.1038783038389357,1
0.2563540724043076,1.530598854506687,1
-0.7744708408623467,2.317676588093604,1
-0.32284941839689985,1.9278092394489734,1
-0.34222567865458037,1.188049286902205,1
0.1029511506418458,2.367534577147546,1
0.1444930734742687,2.0178849578286258,1
0.18292446813893445,2.5807394398541392,1
-0.057309531799835736,1.6434068438138731,1
0.9525309995527798,1.7870983132293157,1
0.46311342382596077,2.471214992407899,1
-0.05830643944086891,1.9938146689408731,1
-0.8547815747665547,2.4009177283977,1
-0.05499014335581344,1.723155913987902,1
-0.4043223950604261,1.7662539030597544,1
-0.5097311750394957,2.735055794021085,1
-0.00847079209991876,1.9188532103890976,1
0.33754595774386387,1.8504109788442225,1
-0.9461304498494645,2.284408510548103,1
0.22321714356105127,2.4448354548633464,1
0.11010723336105363,2.6721143326632038,1
-0.007683026849753784,2.0027108339121873,1
-0.08688452737465742,2.573157564021128,1
-0.14242792046502906,2.071554435882387,1
-0.574821683394114,2.025301850057737,1
