File,m,n_clusters,Silhouette Score
D14_data.csv,1.5,2,0.5045850283556954
D14_data.csv,2.0,2,0.4922499193021896
D14_data.csv,4.0,2,0.42785000028412645
D14_data.csv,1.5,3,0.67494224773474
D14_data.csv,2.0,3,0.67494224773474
D14_data.csv,4.0,3,0.67494224773474
D14_data.csv,1.5,4,0.7172883109268432
D14_data.csv,2.0,4,0.7172883109268432
D14_data.csv,4.0,4,0.7172883109268432
D14_data.csv,1.5,5,0.5935620830219924
D14_data.csv,2.0,5,0.6052462646787249
D14_data.csv,4.0,5,0.6012768586358288
D16_data.csv,1.5,2,0.4463571559145189
D16_data.csv,2.0,2,0.4474179112614427
D16_data.csv,4.0,2,0.39750840034896434
D16_data.csv,1.5,3,0.605121808838283
D16_data.csv,2.0,3,0.605121808838283
D16_data.csv,4.0,3,0.605121808838283
D16_data.csv,1.5,4,0.7049916004369409
D16_data.csv,2.0,4,0.7033227774949489
D16_data.csv,4.0,4,0.7016347415352298
D16_data.csv,1.5,5,0.7103838773457951
D16_data.csv,2.0,5,0.7103838773457951
D16_data.csv,4.0,5,0.7077985147104453
D16_data.csv,1.5,6,0.7249329274978401
D16_data.csv,2.0,6,0.7249329274978401
D16_data.csv,4.0,6,0.6022085099922334
D16_data.csv,1.5,7,0.7168581720111046
D16_data.csv,2.0,7,0.6191692794949918
D16_data.csv,4.0,7,0.48864474868545116
D21_data.csv,1.5,2,0.3785251340290385
D21_data.csv,2.0,2,0.3785251340290385
D21_data.csv,4.0,2,0.3785251340290385
D21_data.csv,1.5,3,0.5133840773192748
D21_data.csv,2.0,3,0.4998952867305961
D21_data.csv,4.0,3,0.497950760433377
D21_data.csv,1.5,4,0.5968383520414482
D21_data.csv,2.0,4,0.5855827151479821
D21_data.csv,4.0,4,0.5460504037766746
D21_data.csv,1.5,5,0.7202362769070292
D21_data.csv,2.0,5,0.5488767047863292
D21_data.csv,4.0,5,0.7202362769070292
D21_data.csv,1.5,6,0.7560666356562955
D21_data.csv,2.0,6,0.7560666356562955
D21_data.csv,4.0,6,0.7560666356562955
D21_data.csv,1.5,7,0.8556304129820632
D21_data.csv,2.0,7,0.8556304129820632
D21_data.csv,4.0,7,0.8556304129820632
D21_data.csv,1.5,8,0.7876367142629694
D21_data.csv,2.0,8,0.7856890686929894
D21_data.csv,4.0,8,0.7858966377536655
D22_data.csv,1.5,2,0.4276841665114388
D22_data.csv,2.0,2,0.4276841665114388
D22_data.csv,4.0,2,0.4276841665114388
D22_data.csv,1.5,3,0.4782693086257799
D22_data.csv,2.0,3,0.47662218464985856
D22_data.csv,4.0,3,0.3990967383308345
D22_data.csv,1.5,4,0.587654418968841
D22_data.csv,2.0,4,0.5586875861296369
D22_data.csv,4.0,4,0.5604895277195219
D22_data.csv,1.5,5,0.6418020428849803
D22_data.csv,2.0,5,0.6418020428849803
D22_data.csv,4.0,5,0.6418020428849803
D22_data.csv,1.5,6,0.6011505365608726
D22_data.csv,2.0,6,0.5873538420908437
D22_data.csv,4.0,6,0.6256511174298445
D22_data.csv,1.5,7,0.6505165547215336
D22_data.csv,2.0,7,0.6363807398296106
D22_data.csv,4.0,7,0.5813490870026141
D22_data.csv,1.5,8,0.643508606801806
D22_data.csv,2.0,8,0.6357740578660982
D22_data.csv,4.0,8,0.5625075305663162
D22_data.csv,1.5,9,0.629849245095728
D22_data.csv,2.0,9,0.6117385850540488
D22_data.csv,4.0,9,0.5362263469950466
D22_data.csv,1.5,10,0.662492190641386
D22_data.csv,2.0,10,0.6045331890659132
D22_data.csv,4.0,10,0.6437574055722561
D22_data.csv,1.5,11,0.6192399404996263
D22_data.csv,2.0,11,0.6417441033553686
D22_data.csv,4.0,11,0.5626408640199766
D22_data.csv,1.5,12,0.632975303397614
D22_data.csv,2.0,12,0.6787856575836797
D22_data.csv,4.0,12,0.5669414575980748
D22_data.csv,1.5,13,0.6467330304620461
D22_data.csv,2.0,13,0.6108655152574238
D22_data.csv,4.0,13,0.6189315490785031
D22_data.csv,1.5,14,0.6166442868665345
D22_data.csv,2.0,14,0.6774469608762013
D22_data.csv,4.0,14,0.6363090654985275
D22_data.csv,1.5,15,0.6623336785786779
D22_data.csv,2.0,15,0.6747626414449368
D22_data.csv,4.0,15,0.5664460080774413
D22_data.csv,1.5,16,0.5915239937152904
D22_data.csv,2.0,16,0.6028850817939478
D22_data.csv,4.0,16,0.6000245925000749
D22_data.csv,1.5,17,0.6461879783747854
D22_data.csv,2.0,17,0.6361523798663726
D22_data.csv,4.0,17,0.5963246758481837
D23_data.csv,1.5,2,0.5095166756121768
D23_data.csv,2.0,2,0.5095166756121768
D23_data.csv,4.0,2,0.5095166756121768
D23_data.csv,1.5,3,0.6743968683003639
D23_data.csv,2.0,3,0.6743968683003639
D23_data.csv,4.0,3,0.6743968683003639
D23_data.csv,1.5,4,0.8228589983889091
D23_data.csv,2.0,4,0.8228589983889091
D23_data.csv,4.0,4,0.8228589983889091
D23_data.csv,1.5,5,0.8256278927503463
D23_data.csv,2.0,5,0.7349812442077308
D23_data.csv,4.0,5,0.8245619135306296
D23_data.csv,1.5,6,0.7373086569124664
D23_data.csv,2.0,6,0.8510242500049533
D23_data.csv,4.0,6,0.8510242500049533
D23_data.csv,1.5,7,0.6570546737275426
D23_data.csv,2.0,7,0.7590427351262313
D23_data.csv,4.0,7,0.7527596941608965
