File,k,n_clusters,Silhouette Score
D12_data.csv,2,4,0.5319854295811071
D12_data.csv,3,4,0.6451741635815852
D12_data.csv,4,4,0.8449665494335042
D12_data.csv,5,4,0.7070045463345427
D12_data.csv,6,4,0.6756948682542057
D12_data.csv,7,4,0.681892701773007
D12_data.csv,8,4,0.6728598153934875
D12_data.csv,9,4,0.535165229451884
D12_data.csv,10,4,0.3919175549760203
D12_data.csv,11,4,0.4061700354881849
D12_data.csv,12,4,0.37202538849090805
D12_data.csv,13,4,0.37507801170471416
D12_data.csv,14,4,0.3778527355182567
D12_data.csv,15,4,0.3878898665367949
D12_data.csv,16,4,0.3564244664956011
D12_data.csv,17,4,0.3630632416689286
D13_data.csv,2,2,0.6186494742603029
D13_data.csv,3,2,0.48460323293215224
D13_data.csv,4,2,0.45320121617335146
D13_data.csv,5,2,0.46563933193520657
D13_data.csv,6,2,0.43937107967091416
D13_data.csv,7,2,0.41477335480759486
D13_data.csv,8,2,0.43402622354127984
D13_data.csv,9,2,0.4087222340310882
D13_data.csv,10,2,0.3971297137836484
D13_data.csv,11,2,0.40691662357558567
D13_data.csv,12,2,0.38984950549845904
D13_data.csv,13,2,0.3931159664758995
D13_data.csv,14,2,0.38899169845185116
D13_data.csv,15,2,0.3854970700188993
D13_data.csv,16,2,0.38228471451067353
D13_data.csv,17,2,0.394526107043471
D1_data.csv,2,6,0.4900579943044405
D1_data.csv,3,6,0.553864876629993
D1_data.csv,4,6,0.6616501157749486
D1_data.csv,5,6,0.6589942983545923
D1_data.csv,6,6,0.6854587602844608
D1_data.csv,7,6,0.6612597718323454
D1_data.csv,8,6,0.6368886788013128
D1_data.csv,9,6,0.5963852234581791
D1_data.csv,10,6,0.5623210914875618
D1_data.csv,11,6,0.5270163601635476
D1_data.csv,12,6,0.48872796732561136
D1_data.csv,13,6,0.49145909043990993
D1_data.csv,14,6,0.48683375623303754
D1_data.csv,15,6,0.4843509152814319
D1_data.csv,16,6,0.4779626680090059
D1_data.csv,17,6,0.491489583209848
D25_data.csv,2,3,0.5327848260450355
D25_data.csv,3,3,0.7875070917785812
D25_data.csv,4,3,0.7507413946198267
D25_data.csv,5,3,0.6521785853669451
D25_data.csv,6,3,0.5554704656011296
D25_data.csv,7,3,0.5232727900348503
D25_data.csv,8,3,0.4685359443043333
D25_data.csv,9,3,0.48055570005751613
D25_data.csv,10,3,0.5248792493106011
D25_data.csv,11,3,0.48166367770833357
D25_data.csv,12,3,0.47755216008714324
D25_data.csv,13,3,0.4815471471561104
D25_data.csv,14,3,0.45099781343357137
D25_data.csv,15,3,0.4527798865755045
D25_data.csv,16,3,0.4422725594742286
D25_data.csv,17,3,0.4453983199353833
D2_data.csv,2,6,0.4134925840293502
D2_data.csv,3,6,0.6341262753067973
D2_data.csv,4,6,0.5930032397404182
D2_data.csv,5,6,0.6764421354215945
D2_data.csv,6,6,0.7127257498367171
D2_data.csv,7,6,0.6295504119010719
D2_data.csv,8,6,0.5612018277296777
D2_data.csv,9,6,0.4983982494997494
D2_data.csv,10,6,0.4916180740900853
D2_data.csv,11,6,0.4938843490632335
D2_data.csv,12,6,0.41917479728351104
D2_data.csv,13,6,0.3591949580670282
D2_data.csv,14,6,0.30914703960426615
D2_data.csv,15,6,0.3181880935878963
D2_data.csv,16,6,0.31285089397290355
D2_data.csv,17,6,0.31522975948368087
