x,y,label,Cluster,PCA1,PCA2
0.0211995299181514,-0.0365770108124407,1,1,-1.35481967784327,-0.1708620495075711
-0.0031781776210944,-0.0200758474056096,1,1,-1.3880276078692457,-0.08945285403776072
0.474152635550847,-0.074139280257499,1,1,-0.7925300234890686,-0.32785680875511103
-0.1665455409776274,0.0343766203282295,1,1,-1.599151411699522,0.17328221424071077
0.040886404306014,-0.0990990370334573,1,1,-1.3179930722287372,-0.4844957347618065
0.0218543912389294,0.0764696448154684,1,1,-1.3770164599352692,0.39880491092203935
-0.0946362553041475,-0.0072577468739976,1,1,-1.502627154477469,-0.03138158070622067
0.019488735744219,-0.0098582299390932,1,1,-1.3623503478400534,-0.03635316395184386
0.0568362888701146,-0.1052073229436335,1,1,-1.2972195062424527,-0.5141377323043638
-0.0505142931943274,-0.2051585354673334,1,1,-1.4083374156677122,-1.0254216716382427
-0.0065836701077282,0.0322389828817206,1,1,-1.4028408252046267,0.17390883661826967
0.0891774124931985,-0.0711298481624551,1,1,-1.264550177474911,-0.3401235053354727
0.0088100539953904,-0.0950734907003678,1,1,-1.3580900150879613,-0.46649731962104857
0.133081308873709,0.2229356203625015,1,1,-1.2706150715948406,1.1447439725515445
-0.0070552266669253,-0.0623757135947024,1,1,-1.3841694561313442,-0.3028699747566941
-0.0034979328300054,0.1792049407310025,1,1,-1.4289616436716566,0.9146618277182661
-0.3223428868284403,-0.0169870228523843,1,1,-1.7794779579381406,-0.09663030992386526
-0.2993355636668382,-0.2734551418361692,1,1,-1.699128234529169,-1.3872843671453419
-0.2593135597103734,-0.2098558143569636,1,1,-1.6630595985244763,-1.0639679310892054
-0.0030979996899096,0.1442455092369938,1,1,-1.4213596312203602,0.7385364898827859
0.390454302087095,0.208776079945639,1,1,-0.9525773281664011,1.0917353799518958
0.0649608814282911,-0.1661488713626912,1,1,-1.2748726259977148,-0.8206315420875784
0.2204114356230576,0.0528148331736582,1,1,-1.1290679667065857,0.2937606639640745
-0.0321382167726331,-0.008225057344039,1,1,-1.4259005805136329,-0.03180249808503064
-0.0523264948532128,0.4672634538253005,1,1,-1.547356736959963,2.3626539484015607
0.0228282391013098,-0.0536288242844363,1,1,-1.3493562091488853,-0.25666679915527596
-0.0553383771722306,-0.1521015328654827,1,1,-1.4250387099859203,-0.7584213967161931
0.0050397299607552,-0.003929131794022,1,1,-1.3812496106875376,-0.007507116870492119
0.4059272588523504,0.1036967391168607,1,1,-0.9122526950618073,0.5633633381382009
0.0251097117431806,0.0268933897399192,1,1,-1.3629442772667129,0.149231672488593
0.0368511474543122,0.0166305074590442,1,1,-1.3464787917591916,0.09835560027916619
0.3536308613225758,0.0874292270598802,1,1,-0.9729808853419525,0.4776682057528631
-0.1223884290199157,-0.1115009906611762,1,1,-1.5154024373625212,-0.5586206115358878
0.3164221002985175,0.2245190289673201,1,1,-1.0464336728419454,1.1657860470071544
-0.1544410309454394,0.1513491913711966,1,1,-1.608126632296309,0.7635469274053781
0.2511139517053795,-0.3808181520537326,1,1,-1.00325222674144,-1.8890446869177264
0.0030083597032935,-0.0058680722238687,1,1,-1.3833425879724923,-0.017421805073600395
0.1087295760619013,0.0285643750425522,1,1,-1.2608904581521223,0.16360961251099154
0.3101357269947669,-0.1474814616754641,1,1,-0.9784501440143367,-0.7091006177146535
0.1946387152850434,0.0578961464389712,1,1,-1.1616608101406798,0.3175280377280683
0.0107027745631541,0.0295378219111795,1,1,-1.3811237807306458,0.16152991860548427
-0.0054344629149746,0.00291980358036,1,1,-1.3954687912531187,0.026257030038785243
0.1379985981007556,-0.2386594161499591,1,1,-1.170685013545444,-1.1807940381050446
-0.2934658256818802,0.0283115976446666,1,1,-1.753333300681851,0.13367828171071883
0.2513363666974215,-0.326790292819637,1,1,-1.0139715228032842,-1.6167928743730955
-0.2813063742576723,-0.1766577171276996,1,1,-1.69674408336103,-0.8982561748480732
-0.3119251280879797,-0.1610848755591513,1,1,-1.7374054061067439,-0.8219693074717374
-0.1726409716438156,0.0357699498672478,1,1,-1.6068988220752773,0.17986861531910486
0.0040447471372625,0.0568882038457528,1,1,-1.3948409071158216,0.2988688148450422
0.0159205756883401,0.1977281825081741,1,1,-1.4089518336847822,1.0093804985477368
0.0088662481144994,0.0749140437322989,1,1,-1.3926041571367125,0.39004109268901416
0.1918634824529931,-0.0132964624463945,1,1,-1.150575411402244,-0.04139553449462099
-0.1596927532128854,0.0330175975051177,1,1,-1.5904835857570911,0.16692264206388072
0.4064831997438318,0.1887265449308285,1,1,-0.9288707452789493,0.9918517463010788
0.1474120846270692,0.3921344066431333,1,1,-1.2874893093935025,1.9983251419655192
-0.2237146916557529,-0.31135247335634,1,1,-1.5988193621516826,-1.5728534981710232
0.3595059883279756,0.1960395987597057,1,1,-0.987882838664871,1.02535354655067
0.1129333080829555,-0.2737806824838327,1,1,-1.1942326223552377,-1.359549304372505
0.0210742948294749,-0.0048514608476072,1,1,-1.3614274044751902,-0.011012044063390474
-0.0876961825590904,-0.48687270770085,1,1,-1.3965541214412696,-2.4475743858864814
0.2902840309932634,0.0495678346650587,1,1,-1.0428473489257175,0.28237829753292637
0.0186824825851746,-0.1433062861816936,1,1,-1.336188403729691,-0.7088296353214351
0.090118542504094,-0.1337923430237808,1,1,-1.250649437952569,-0.6558006757523641
-0.0547885847673744,0.04735602416997,1,1,-1.4649439343459196,0.2466459473233095
0.1078618619149197,-0.0509612984208691,1,1,-1.245773961918137,-0.23716674885081193
0.2419346648431999,0.0521473738447381,1,1,-1.102576660856132,0.2919310600417312
-0.0150937758692847,0.012535271256915,1,1,-1.4092529737383077,0.07401926241428577
0.0349569045697184,0.3230068054400611,1,1,-1.411128755547836,1.6419917185528887
0.0908349576659325,0.1737502197521837,1,1,-1.3123398816569027,0.8938980431911311
0.0560624511724924,0.1683982761087903,1,1,-1.3538305134309958,0.8644529852947831
-0.144218430824486,0.2353817472533933,1,1,-1.6127048295331863,1.187699164052724
0.4329037397716879,0.2493376665466036,1,1,-0.908849372029066,1.2991420439219068
0.3807412449958304,0.1435712120328449,1,1,-0.9512055689964927,0.7624885390262128
0.3896448278570695,0.026924803069087,1,1,-0.9165719810292995,0.17536418360515188
0.2499686209124587,-0.2711992483660039,1,1,-1.0269560151886015,-1.3367777766737203
0.1146265658626029,0.2924602299958309,1,1,-1.3073575478953183,1.4937501184265949
-0.0201754877493971,0.0420827507275868,1,1,-1.4214868646480183,0.2225412267171004
0.3468310887507341,0.0647980850181743,1,1,-0.9767031370711056,0.36314974055049976
0.2088035863730223,0.2474016754367723,1,1,-1.182869486673111,1.2734191468568017
0.0313913645696985,0.3660455079417861,1,1,-1.4242507804384434,1.8586013860908464
-0.2276234774447678,0.3427427437241342,1,1,-1.7366775092075308,1.7227276625988872
0.2015243001746433,-0.0483194310876666,1,1,-1.1316203813907366,-0.21718115783315203
0.3080239399352849,-0.0679925486264511,1,1,-0.9972076052303029,-0.3087217834312894
0.0058926722964387,0.1134448579266367,1,1,-1.4040842099990805,0.5839785595072547
-0.2360486070823166,0.025953792742481,1,1,-1.6825453786904179,0.1258889072799678
0.091586543549488,-0.0905495079331985,1,1,-1.2576493463134704,-0.437803768494734
0.0524605907296459,-0.1719514909962525,1,1,-1.2889989099693735,-0.8507605069131295
-0.0256190270709067,-0.0596872191111856,1,1,-1.407448064832132,-0.29064589617441877
-0.2181094990475749,-0.1102589984190815,1,1,-1.632866991320969,-0.5591828667717763
-0.0522985012992716,-0.0861371518781675,1,1,-1.4347363975114034,-0.4258230001292818
-0.17022684485509,-0.1346909637296875,1,1,-1.5692634290528114,-0.6788790455127512
0.0974539697486294,-0.2894189578804953,1,1,-1.2100057889418558,-1.4394505081569189
-0.1449170360606301,0.2405757101387273,1,1,-1.6146169629142038,1.213820763782557
-0.2656454656066557,0.036492419667659,1,1,-1.7209311943718641,0.1768821509059955
-0.155623520021346,0.1876847467020231,1,1,-1.6169668603713478,0.9465505284363629
0.3548459635804222,-0.051686596334479,1,1,-0.9431906878648529,-0.22322302374821362
0.0055636965799843,0.0066499353085778,1,1,-1.3827602540115438,0.04583609656061169
0.1254503385662532,0.0335549158921516,1,1,-1.2414309309044036,0.18994739026544352
-0.0485668647153511,0.1345688454015124,1,1,-1.475068274969587,0.6865378530741364
0.4259627557285307,0.2400294480289005,1,1,-0.9154550088410109,1.2517451596331943
0.249157277149861,-0.3503329448387836,1,1,-1.0118502379649024,-1.7355750250025606
0.2720993223842525,0.2274062540350899,1,1,-1.1012949642804168,1.177176085921147
-0.006433655208407,-0.0455670866777737,1,1,-1.386827947756922,-0.2181302559916719
0.324469158897828,0.2846185447503486,1,1,-1.0488068184974093,1.4691892955735804
0.4388172672349201,-0.0380673143418342,1,1,-0.8431373359199755,-0.14861487951302013
0.135993700548649,-0.1056084495787321,1,1,-1.2002084681015104,-0.5105187279795188
-0.0429459800848479,0.4606693487419334,1,1,-1.5345286252568315,2.3300959143307574
-0.1737051151897578,0.0967730799827762,1,1,-1.6206126056205616,0.48717580166244207
0.0111476957849727,-0.0128580988900261,1,1,-1.3719537701940552,-0.05206324937809044
0.3036139161471504,0.2165995443714692,1,1,-1.060506313356139,1.1249686694830223
-0.0877797408307974,-0.1033903841914467,1,1,-1.4746736370856914,-0.5152868561421452
